name,brand,sku,category,revenue,momentum,claims,ingredients
Sport Milk Chocolate,GNC Mega Men,DSLD-1060,Energy & Performance,1125324,8.7,Calories per gram: Fat 9; Carbohydrates 4; Protein 4 Dr. Frank J. Costa M.D. an internationally acclaimed urological surgeon and men’s health expert is part of the GNC Medical Advisory Board. GNC GUARANTEE Use any GNC supplement for as little as 10 days. If you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! MEGA MEN(R) SPORT Adequate nutrition is essential for both optimal health and athletic performance. Mega Men(R) Sport is the premium formula for physically active men whose bodies demand more than a multivitamin alone. Muscle Fuel; Features 10 g of protein a compound providing a positive nitrogen balance in the body. Along with exercise protein is a quality fuel for lean body mass.; Features a creatine precursor blend that supports the body’s natural production of creatine which plays an important role in protein synthesis. Recovery Support; Enhanced with electrolytes which help to regulate body fluids. Intense exercise can result in a loss of these valuable electrolytes leading to muscle cramping.; Provides L-glutamine and branched chain amino acids (BCAA) that fuel muscle and help to reduce the amount of protein breakdown during intense exercise. Sexual Health; Features 1000 mg of L-arginine an important amino acid and building block of nitric oxide which helps maintain blood vessel tone and plays a key role in sexual health. Energy and Metabolism; Includes green tea and B-vitamins that are involved in energy production and carbohydrate metabolism. Carbohydrates are an important fuel and primary source of energy during intense exercise. Immune Defense; Boosts the body's immunity with zinc selenium and vitamins C and E.; Enhanced with antioxidants that fight cell-damaging free radicals. Natural Flavor NEW NOTICE: Significant product settling may occur. One of “American’s Top Physicians” Dr. Costa lectures nationally and internationally on men’s health topics. Dr. Costa is regularly featured in television radio and newspaper interviews and has published articles in both professional journals and popular magazines.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Dietary Fiber; Sugar; Protein; Vitamin A; Vitamin C; Vitamin D; Vitamin E; Vitamin K; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Molybdenum; Chloride; Sodium; Potassium; Alpha-Lipoic Acid; Choline; Inositol; Silica; Boron; Lutein; Lycopene; Astaxanthin; Zeaxanthin; Vanadium; Fiber Blend; L-Arginine; Proprietary Sports Blend; Branched Chain Amino Acid Blend; Creatine Precursor Blend; Essential Fatty Acid Blend; Antioxidant Fruit & Vegetable Blend
Sport Vanilla Bean,GNC Mega Men,DSLD-1061,Energy & Performance,1315125,4.0,Calories per gram: Fat 9; Carbohydrates 4; Protein 4 Dr. Frank J. Costa M.D. an internationally acclaimed urological surgeon and men’s health expert is part of the GNC Medical Advisory Board. GNC GUARANTEE Use any GNC supplement for as little as 10 days. If you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! MEGA MEN(R) SPORT Adequate nutrition is essential for both optimal health and athletic performance. Mega Men(R) Sport is the premium formula for physically active men whose bodies demand more than a multivitamin alone. Muscle Fuel; Features 10 g of protein a compound providing a positive nitrogen balance in the body. Along with exercise protein is a quality fuel for lean body mass.; Features a creatine precursor blend that supports the body’s natural production of creatine which plays an important role in protein synthesis. Recovery Support; Enhanced with electrolytes which help to regulate body fluids. Intense exercise can result in a loss of these valuable electrolytes leading to muscle cramping.; Provides L-glutamine and branched chain amino acids (BCAA) that fuel muscle and help to reduce the amount of protein breakdown during intense exercise. Sexual Health; Features 1000 mg of L-arginine an important amino acid and building block of nitric oxide which helps maintain blood vessel tone and plays a key role in sexual health. Energy and Metabolism; Includes green tea and B-vitamins that are involved in energy production and carbohydrate metabolism. Carbohydrates are an important fuel and primary source of energy during intense exercise. Immune Defense; Boosts the body's immunity with zinc selenium and vitamins C and E.; Enhanced with antioxidants that fight cell-damaging free radicals. Natural and Artificial Flavor NEW NOTICE: Significant product settling may occur. One of “American’s Top Physicians” Dr. Costa lectures nationally and internationally on men’s health topics. Dr. Costa is regularly featured in television radio and newspaper interviews and has published articles in both professional journals and popular magazines.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Dietary Fiber; Sugar; Protein; Vitamin A; Vitamin C; Vitamin D; Vitamin E; Vitamin K; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Molybdenum; Chloride; Sodium; Potassium; Alpha-Lipoic Acid; Choline; Inositol; Silica; Boron; Lutein; Lycopene; Astaxanthin; Zeaxanthin; Vanadium; Fiber Blend; L-Arginine; Proprietary Sports Blend; Branched Chain Amino Acid Blend; Creatine Precursor Blend; Essential Fatty Acid Blend; Antioxidant Fruit & Vegetable Blend
Active Milk Chocolate,GNC Women's Ultra Mega,DSLD-1062,Energy & Performance,4559790,3.8,GNC GUARANTEE Use any GNC supplement for as little as 10 days. If you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! Natural and Artificial Flavor MILK CHOCOLATE NEW NOTICE: Significant product settling may occur.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Dietary Fiber; Sugar; Protein; Vitamin A; Vitamin C; Vitamin D; Vitamin E; Vitamin K; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Molybdenum; Chloride; Sodium; Potassium; Proprietary Performance Blend; Alpha-Lipoic Acid; Choline; Inositol; Cranberry powder; Silica; Boron; Lutein; Lycopene; Astaxanthin; Zeaxanthin; Vanadium; Fiber Blend; Carnitine; Branched-Chain Amino Acids; Essential Fatty Acid Blend; Antioxidant Fruit & Vegetable Blend
Active Vanilla Creme,GNC Women's Ultra Mega,DSLD-1063,Energy & Performance,3049641,6.2,Active GNC GUARANTEE Use any GNC supplement for as little as 10 days. If you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! Lot No./Best By: Natural and Artificial Flavor VANILLA CREME GREAT-TASTING NOTICE: Significant product settling may occur.,Calories; Calories from Fat; Total Fat; Saturated Fat; Cholesterol; Total Carbohydrates; Dietary Fiber; Sugar; Protein; Vitamin A; Vitamin C; Vitamin D; Vitamin E; Vitamin K; Thiamine; Riboflavin; Niacin; Vitamin B6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Iodine; Magnesium; Zinc; Selenium; Copper; Manganese; Chromium; Molybdenum; Chloride; Sodium; Potassium; Proprietary Performance Blend; Alpha-Lipoic Acid; Choline; Inositol; Cranberry powder; Silica; Boron; Lutein; Lycopene; Astaxanthin; Zeaxanthin; Vanadium; Fiber Blend; Carnitine; Branched-Chain Amino Acids; Essential Fatty Acid Blend; Antioxidant Fruit & Vegetable Blend
HemodrauliX,Axis Labs,DSLD-1064,Immunity,2791915,7.1,Anabolic Hyper-Vasodilation System With Arachidonic Acid and NE2(R) • Up-Regulates N.O. Production • Unmatched Skin Bursting Pumps • Deep Muscle Fiber Stimulation • Improved Protein Synthesis • Ignites Lipolysis (Fat into Muscles) • Increases Bedroom Performance LOT Manufactured at a FDA Inspected Facility Manufactured with pride in the USA. Potency and Purity GUARANTEED int: 303-221-2110,Sesame seed Oil; HemodrauliX Proprietary Blend; Arginine Ethyl Ester Dihydrochloride; Beta-Alanine; Di-Arginine Malate; Arginine Alpha-Ketoglutarate; Arachidonic Acid
Myodrol,Axis Labs,DSLD-1065,Immunity,1043903,8.2,ADVANCED TESTOSTERONE MODULATOR • Increase Testosterone Levels • Reduce DHT Conversion • Ability to Suppress Estrodiol • Clinically Proven Effects • Results in as little as 3 Days LOT Manufactured at a GMP GOOD MANUFACTURING FACILITY Approved Facility Manufactured with pride in the USA. Potency and Purity GUARANTEED int: 303-221-2110,MyTosterone(R)
Biochem Phosphatidylserine Complex Neuro-PS,Country Life,DSLD-1066,Immunity,3793211,9.3,Good Manufacturing Practice GMP NNfA Phospholipids help boost mental focus improve learning and improve age-related memory decline,Vitamin C; Neuro-PS(TM); which typically provides:; Phosphatidic Acid; Phosphatidylinositol; Soy Phospholipids & Glycosides; Phosphatidylcholine; Phosphatidylethanolamine
Omega Surge 3-6-9,Country Life,DSLD-1067,Immunity,956056,7.1,ADULT GUMMIES WITH ENHANCED DELIVERY ALA  EPA  DHA -Advanced Emulsified Technology; Enhanced Delivery; Formulated with Pharmaceutical Grade High Quality Fish Oil; Product of Norway; No Fishy Repeat; Great Tasting Gummies for Adults; Easy for Travel Good Manufacturing Practice CERTIFIED LEMON FLAVOR New Our manufacturing supports wind power renewablechoice.com PLEASE RECYCLE Product of Norway See box for “Lot no.” & “Best by” date.,Calories; Calories from Fat; Total Fat; Polyunsaturated Fat; Total Carbohydrates; Omega Surge(TM) Blend; Flaxseed Oil; Borage seed Oil; Fish Oil; Omega-3 Fatty Acids; Eicosapentaenoic Acid; Docosahexaenoic Acid; Docosapentaenoic Acid; Other Omega-3 Fatty Acids; Alpha-Linolenic Acid; Linoleic Acid; Gamma-Linolenic Acid; Proprietary Blend; Xylitol; Sorbitol
Omega Surge High EPA,Country Life,DSLD-1068,Immunity,1929840,8.8,ADULT GUMMIES WITH ENHANCED DELIVERY Good Manufacturing Practice CERTIFIED LEMON FLAVOR New Our manufacturing supports wind power renewablechoice.com PLEASE RECYCLE Product of Norway See box for “Lot no.” & “Best by” date.,Calories; Calories from Fat; Total Fat; Polyunsaturated Fat; Total Carbohydrates; Fish Oil; Omega-3 Fatty Acids; Eicosapentaenoic Acid; Docosahexaenoic Acid; Docosapentaenoic Acid; Other Omega-3 Fatty Acids; Proprietary Blend; Xylitol; Sorbitol
Seniority Multivitamin,Country Life,DSLD-1069,Gut Health,1482691,5.1,+Country Life always labels minerals in elemental weight A complete daily multiple with digestive enzymes C.U.-Cellulase Units D.U.-Dextrinizing Units Good Manufacturing Practice GMP CERTIFIED H.U.-Haemoglobin Units L.U.-Lipase Units Lac.U.-Lactase Units Our manufacturing supports wind power renewablechoice.com PLEASE RECYCLE THE ADULT MULTIPLE,Vitamin A; Vitamin C; Vitamin D; Vitamin E; Thiamin; Riboflavin; Inositol Nicotinate; Vitamin B-6; Folic Acid; Vitamin B12; Biotin; Pantothenic Acid; Calcium; Iron; Phosphorus; Iodine; Magnesium; Olive leaf extract; Selenium; Copper; Manganese; Chromium; Molybdenum; Potassium; Inositol; Choline; Rutin; Citrus Bioflavonoid Complex; Enzyme Blend; Protease; Amylase; Lipase; Cellulase; Lactase; Organic Aloe Vera; Betaine; Phytase; Marigold Extract; Tomato Extract; Boron; Vanadium
Vitamin C 500 mg,GNC,DSLD-1070,Immunity,2899591,5.2,500 mg ACTUAL SIZE Conforms to USP <2091> for weight. essential for healthy bones teeth blood vessels and collagen Lot No./Best By: Potency verified by GNC procedure #5027. provides immune support VALUE SIZE,Vitamin C
Fish Oil +Resveratrol,GNC Triple Strength,DSLD-1071,Healthy Aging,2872224,8.6,ACTUAL SIZE Conforms to USP <2091> for weight. Enteric Coated GNC GUARANTEE Use any GNC supplement for as little as 10 days. If you are not 100% completely satisfied return the unused portion of the product with proof of purchase to your GNC store for a complete refund of your purchase price. No questions asked! GNC QUALITY COMMITMENT GNC the leader in the development and manufacture of dietary supplements is committed to producing the highest quality products available. This commitment begins with quality designed supplement formulations. Every raw material that goes into a GNC supplement is guaranteed as to quality and potency. Each product is dated and then shipped immediately to our stores so you can be sure you are purchasing the freshest supplements available. At GNC we extend our quality commitment to you by offering our money-back guarantee. GNC Triple Strength Fish Oil plus Resveratrol combines a total of 900 mg of heart-healthy omega-3 fatty acids EPA and DHA with 125 mg of trans-resveratrol the potent cell protector and polyphenol found in the skin of red grapes and in some plants and berries. This formula has been enteric coated to control or reduce fishy burps by allowing the softgel capsule to break down and absorb in the small intestine. GNC Triple Strength Fish Oil plus Resveratrol offers many health benefits: The omega-3 fatty acids found in fish oil: • Are necessary for heart health and help support healthy joints • Support normal healthy cholesterol levels and are necessary in the maintenance of normal blood pressure • Support skin heaIth Resveratrol: • Helps protect against free radicals that can destroy healthy cells damage tissue and promote the celI-aging process GNC Triple Strength Fish Oil plus Resveratrol has been purified and manufactured for freshness and found to be free of detectable levels of mercury cadmium lead and PCBs. We use only the best quality ingredients derived from wild deep ocean fish. Please recycle this box. Potency verified by GNC procedureS #5123 & #5297.,Calories; Calories from Fat; Total Fat; Eicosapentaenoic Acid; Docosahexaenoic Acid; Resveratrol
